"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
50309,2017,"465260213",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","2915","United Nations Children's Fund","Gender Marker","3-Not specified"
49361,2017,"79606980",45,"Syria Humanitarian Response Plan 2017","Emergency Shelter and NFI","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
49839,2017,"87863835",45,"Syria Humanitarian Response Plan 2017","Education","2915","United Nations Children's Fund","Project Priority","N/A"
49839,2017,"87863835",45,"Syria Humanitarian Response Plan 2017","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50298,2017,"107790431",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Region"
50298,2017,"107790431",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
49300,2017,"15264097",45,"Syria Humanitarian Response Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
48431,2017,"89353718",1140,"occupied Palestinian territory 2017","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
48431,2017,"89353718",1140,"occupied Palestinian territory 2017","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects coverning just Gaza"
48431,2017,"89353718",1140,"occupied Palestinian territory 2017","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49246,2017,"600000",424,"Republic of South Sudan 2017","Education","8500","ACT Alliance / Finn Church Aid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Custom Location","South Central"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Project Grouping 2","A - High"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Project Grouping 1","Health"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Subset Of Plan","Pre-famine scale up"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Project Priority","A - High"
48591,2017,"1312640",552,"Somalia 2017","Health","6620","SWISSO - Kalmo","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Project Grouping 1","Protection"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Project Grouping 2","A - High"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Custom Location","Multi Zone"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Subset Of Plan","Pre-famine scale up"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Project Priority","A - High"
51334,2017,"900000",552,"Somalia 2017","Protection","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51478,2017,"1484886",1185,"Burundi 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","No field questions","No field answers"
47902,2017,"3521248",1152,"Niger 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
47902,2017,"3521248",1152,"Niger 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
49271,2017,"10694464",424,"Republic of South Sudan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","Not Applicable"
49271,2017,"10694464",424,"Republic of South Sudan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50279,2017,"9363090",1148,"Yemen Humanitarian Response Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
48193,2017,"6448152",1140,"occupied Palestinian territory 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48193,2017,"6448152",1140,"occupied Palestinian territory 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Custom Location","Projects covering both West Bank and Gaza"
48193,2017,"6448152",1140,"occupied Palestinian territory 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","Other"
49198,2017,"5133833",424,"Republic of South Sudan 2017","Food Security","4305","Mercy Corps","Project Priority","Not Applicable"
49198,2017,"5133833",424,"Republic of South Sudan 2017","Food Security","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49269,2017,"1050000",424,"Republic of South Sudan 2017","Coordination and support services","1504","Concern Worldwide","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
49295,2017,"0",1103,"Myanmar 2017","Protection","5298","Danish Refugee Council","No field questions","No field answers"
50395,2017,"4299195",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","8487","Terre des Hommes - Italy","Custom Location","Lebanon"
50395,2017,"4299195",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","8487","Terre des Hommes - Italy","Gender Marker","3-Not specified"
47501,2017,"248775",489,"Cameroon 2017","Health","2986","International Organization for Migration","Project Priority","High"
47501,2017,"248775",489,"Cameroon 2017","Health","2986","International Organization for Migration","Subset Of Plan","Lake Chad Basin"
47501,2017,"248775",489,"Cameroon 2017","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50310,2017,"280126132",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","2915","United Nations Children's Fund","Custom Location","Jordan"
50310,2017,"280126132",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","2915","United Nations Children's Fund","Gender Marker","3-Not specified"
49296,2017,"0",1103,"Myanmar 2017","Protection","3001","International Rescue Committee","No field questions","No field answers"
49294,2017,"0",1103,"Myanmar 2017","Coordination and support services","8516","Acción Contra el Hambre - Spain","No field questions","No field answers"
47626,2017,"200000",491,"Chad 2017","Protection","4763","Handicap International - Humanity & Inclusion","Subset Of Plan","Lake Chad Basin"
47626,2017,"200000",491,"Chad 2017","Protection","4763","Handicap International - Humanity & Inclusion","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49257,2017,"1649000",424,"Republic of South Sudan 2017","Education","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50578,2017,"500000",1117,"Pakistan Humanitarian Strategic Plan 2017","Coordination and support services","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51596,2017,"14500000",1109,"Sudan 2017","Education","2915","United Nations Children's Fund","Project Priority","High priority"
51596,2017,"14500000",1109,"Sudan 2017","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50093,2017,"83557762",1148,"Yemen Humanitarian Response Plan 2017","Nutrition","2915","United Nations Children's Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Custom Location","Multi Zone"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Project Grouping 1","Protection"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Project Grouping 2","B - Medium"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Project Priority","B - Medium"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Subset Of Plan","Pre-famine scale up"
48707,2017,"8134630",552,"Somalia 2017","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51116,2017,"263047099",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Greece"
48171,2017,"40217105",430,"Nigeria 2017","Nutrition","2915","United Nations Children's Fund","Project Priority","High"
48171,2017,"40217105",430,"Nigeria 2017","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50320,2017,"328000000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3049","World Food Programme","Custom Location","Lebanon"
50320,2017,"328000000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3049","World Food Programme","Gender Marker","3-Not specified"
51130,2017,"2430400",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","3238","CARE International","Custom Location","Greece"
52057,2017,"500000",1034,"Central African Republic 2017","Protection","5298","Danish Refugee Council","Project Priority","B. High"
52057,2017,"500000",1034,"Central African Republic 2017","Protection","5298","Danish Refugee Council","Custom Location","Ouham"
52057,2017,"500000",1034,"Central African Republic 2017","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48981,2017,"61000000",424,"Republic of South Sudan 2017","Food Security","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51543,2017,"750000",1109,"Sudan 2017","Early Recovery","5294","United Nations Development Programme","Project Priority","High priority"
51543,2017,"750000",1109,"Sudan 2017","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49092,2017,"1500000",424,"Republic of South Sudan 2017","Protection","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50178,2017,"11763456",1148,"Yemen Humanitarian Response Plan 2017","Water Sanitation Hygiene","8582","Oxfam GB","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49817,2017,"47171707",45,"Syria Humanitarian Response Plan 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","N/A"
49817,2017,"47171707",45,"Syria Humanitarian Response Plan 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47593,2017,"5053721",491,"Chad 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
50987,2017,"8638139",1106,"Iraq 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
50363,2017,"1797122",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","8500","ACT Alliance / Finn Church Aid","Custom Location","Jordan"
50363,2017,"1797122",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","8500","ACT Alliance / Finn Church Aid","Gender Marker","3-Not specified"
49911,2017,"14352688",429,"Haiti 2017","Early Recovery","8639","CARE Haiti","Custom Location","NOT SPECIFIED"
49911,2017,"14352688",429,"Haiti 2017","Early Recovery","8639","CARE Haiti","Project Priority","NOT SPECIFIED"
49911,2017,"14352688",429,"Haiti 2017","Early Recovery","8639","CARE Haiti","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50854,2017,"5197500",1106,"Iraq 2017","Water Sanitation Hygiene","8501","Action Contre la Faim - France","Project Priority","High"
50854,2017,"5197500",1106,"Iraq 2017","Water Sanitation Hygiene","8501","Action Contre la Faim - France","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50846,2017,"1255647",1106,"Iraq 2017","Protection","5298","Danish Refugee Council","Subset Of Plan","A. First-Line Response"
50846,2017,"1255647",1106,"Iraq 2017","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50954,2017,"925000",1106,"Iraq 2017","Coordination and support services","1983","NGO Coordination Committee for Iraq","Project Priority","High"
50954,2017,"925000",1106,"Iraq 2017","Coordination and support services","1983","NGO Coordination Committee for Iraq","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
49460,2017,"2620607",45,"Syria Humanitarian Response Plan 2017","Protection","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49457,2017,"2498450",45,"Syria Humanitarian Response Plan 2017","Protection","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47567,2017,"1058780",491,"Chad 2017","Agriculture","8242","Première Urgence Internationale","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49915,2017,"674998",429,"Haiti 2017","Emergency Shelter and NFI","8639","CARE Haiti","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
49915,2017,"674998",429,"Haiti 2017","Emergency Shelter and NFI","8639","CARE Haiti","Project Priority","High"
49915,2017,"674998",429,"Haiti 2017","Emergency Shelter and NFI","8639","CARE Haiti","Custom Location","Grand'Anse"
49231,2017,"14965531",424,"Republic of South Sudan 2017","Health","2915","United Nations Children's Fund","Project Priority","Not Applicable"
49231,2017,"14965531",424,"Republic of South Sudan 2017","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49180,2017,"22217522",424,"Republic of South Sudan 2017","Nutrition","2915","United Nations Children's Fund","Project Priority","Not Applicable"
49180,2017,"22217522",424,"Republic of South Sudan 2017","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47725,2017,"2000000",684,"Libya 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Subset Of Plan","3 - IDPs/returnees/non-displaced"
47725,2017,"2000000",684,"Libya 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
47725,2017,"2000000",684,"Libya 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50337,2017,"3000000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3777","Médecins du Monde","Custom Location","Lebanon"
50337,2017,"3000000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3777","Médecins du Monde","Gender Marker","3-Not specified"
48931,2017,"3583936",1021,"Ukraine Humanitarian Response Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Custom Location","GCAs & NGCAs"
48931,2017,"3583936",1021,"Ukraine Humanitarian Response Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","Critical"
48931,2017,"3583936",1021,"Ukraine Humanitarian Response Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49373,2017,"2485750",45,"Syria Humanitarian Response Plan 2017","Education","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50368,2017,"60453215",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Lebanon"
50368,2017,"60453215",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","3-Not specified"
50373,2017,"12667587",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3238","CARE International","Custom Location","Jordan"
50373,2017,"12667587",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3238","CARE International","Gender Marker","3-Not specified"
49122,2017,"2620000",424,"Republic of South Sudan 2017","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50005,2017,"1888673",1148,"Yemen Humanitarian Response Plan 2017","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50004,2017,"4500000",1148,"Yemen Humanitarian Response Plan 2017","Water Sanitation Hygiene","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48198,2017,"3173227",1140,"occupied Palestinian territory 2017","Protection - Mine Action","5311","United Nations Mine Action Service","Project Priority","Top"
48198,2017,"3173227",1140,"occupied Palestinian territory 2017","Protection - Mine Action","5311","United Nations Mine Action Service","Custom Location","Projects coverning just Gaza"
48198,2017,"3173227",1140,"occupied Palestinian territory 2017","Protection - Mine Action","5311","United Nations Mine Action Service","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Custom Location","NOT SPECIFIED"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Project Grouping 1","Food Security"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Project Grouping 2","A - High"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Project Priority","A - High"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Subset Of Plan","Pre-famine scale up"
51398,2017,"7200000",552,"Somalia 2017","Food Security","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Subset Of Plan","Pre-famine scale up"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Custom Location","NOT SPECIFIED"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Project Grouping 2","A - High"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Project Grouping 1","Shelter and NFIs"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","A - High"
51397,2017,"5424900",552,"Somalia 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Project Grouping 2","A - High"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Project Grouping 1","Health"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Project Priority","A - High"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Subset Of Plan","Pre-famine scale up"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Custom Location","Multi Zone"
48494,2017,"11200000",552,"Somalia 2017","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49458,2017,"1797600",45,"Syria Humanitarian Response Plan 2017","Water Sanitation Hygiene","8242","Première Urgence Internationale","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49451,2017,"2247000",45,"Syria Humanitarian Response Plan 2017","Emergency Shelter and NFI","8242","Première Urgence Internationale","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50505,2017,"6677595",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4303","International Medical Corps US","Custom Location","Jordan"
50505,2017,"6677595",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4303","International Medical Corps US","Gender Marker","3-Not specified"
48961,2017,"24187680",424,"Republic of South Sudan 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48029,2017,"9574200",430,"Nigeria 2017","Early Recovery","5294","United Nations Development Programme","Project Priority","High"
48029,2017,"9574200",430,"Nigeria 2017","Early Recovery","5294","United Nations Development Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
50339,2017,"2669988",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4528","MEDAIR","Custom Location","Jordan"
50339,2017,"2669988",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4528","MEDAIR","Gender Marker","3-Not specified"
49335,2017,"17735250",45,"Syria Humanitarian Response Plan 2017","Water Sanitation Hygiene","8582","Oxfam GB","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48366,2017,"584465",1140,"occupied Palestinian territory 2017","Health","4398","World Health Organization","Custom Location","Projects covering both West Bank and Gaza"
48366,2017,"584465",1140,"occupied Palestinian territory 2017","Health","4398","World Health Organization","Project Priority","Other"
48366,2017,"584465",1140,"occupied Palestinian territory 2017","Health","4398","World Health Organization","Subset Of Plan","Gaza priority requirements"
48366,2017,"584465",1140,"occupied Palestinian territory 2017","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49069,2017,"5135056",424,"Republic of South Sudan 2017","Protection","4284","Nonviolent Peaceforce","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48429,2017,"69999123",1140,"occupied Palestinian territory 2017","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects coverning just Gaza"
48429,2017,"69999123",1140,"occupied Palestinian territory 2017","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
48429,2017,"69999123",1140,"occupied Palestinian territory 2017","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49932,2017,"3775000",429,"Haiti 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","High"
49932,2017,"3775000",429,"Haiti 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
49932,2017,"3775000",429,"Haiti 2017","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","NOT SPECIFIED"
49913,2017,"610187",429,"Haiti 2017","Education","8639","CARE Haiti","Project Priority","NOT SPECIFIED"
49913,2017,"610187",429,"Haiti 2017","Education","8639","CARE Haiti","Custom Location","NOT SPECIFIED"
49913,2017,"610187",429,"Haiti 2017","Education","8639","CARE Haiti","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47701,2017,"525000",684,"Libya 2017","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Subset Of Plan","3 - IDPs/returnees/non-displaced"
47701,2017,"525000",684,"Libya 2017","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Project Priority","High"
47701,2017,"525000",684,"Libya 2017","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50411,2017,"7035000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4405","Relief International","Custom Location","Lebanon"
50411,2017,"7035000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4405","Relief International","Gender Marker","3-Not specified"
49524,2017,"25365900",45,"Syria Humanitarian Response Plan 2017","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47748,2017,"1711828",684,"Libya 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
47748,2017,"1711828",684,"Libya 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48178,2017,"8630834",430,"Nigeria 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
48178,2017,"8630834",430,"Nigeria 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49846,2017,"2035436",429,"Haiti 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Custom Location","NOT SPECIFIED"
49846,2017,"2035436",429,"Haiti 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
49846,2017,"2035436",429,"Haiti 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
50676,2017,"3784809",1117,"Pakistan Humanitarian Strategic Plan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49293,2017,"0",1103,"Myanmar 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","No field questions","No field answers"
51760,2017,"10655525",1109,"Sudan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","Top priority"
51760,2017,"10655525",1109,"Sudan 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Grouping 2","A - High"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Grouping 1","Enabling Programmes"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","A - High"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Subset Of Plan","General HRP"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Custom Location","Multi Zone"
48449,2017,"9362753",552,"Somalia 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
47555,2017,"2282573",489,"Cameroon 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Subset Of Plan","Lake Chad Basin"
47555,2017,"2282573",489,"Cameroon 2017","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","Project Priority","High"
