id,text,label,gpt_prediction
199488,"Health,Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Nutrition,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Humanitarian Coordination and Info Management,Agriculture and Food Security,Risk Management Policy and Practice (USAID/OFDA)",0,Partial
182656,"Agriculture and Food Security, Economic Recovery and Market_x000D__x000D_
Systems, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities,Multipurpose Cash Assistance, Nutrition, Protection, Shelter andSettlements, WASH through Non-Governmental Organization (NGO)_x000D__x000D_
Partners ( USAID/OFDA)",0,Partial
199257,"Health,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Protection ( USAID/OFDA)",0,Partial
197765,"WASH, shelter, cash assistance, protection",0,Partial
198327,"Health,Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Nutrition,Multipurpose Cash Assistance,Protection,Agriculture and Food Security (USAID/OFDA)",0,Partial
199114,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management ( USAID/OFDA)",0,Partial
199536,"Multipurpose Cash Assistance,Humanitarian Coordination and Info Management,Agriculture and Food Security (USAID/OFDA)",0,Partial
181515,"Basic medical care and cash assistance in Iraq2018: 1.400.000,00 € 2019: 1.000.000,00 € 2020: 1.000.000,00 € (2019 portion)",0,Partial
166796,"Provision of cash for food and psychosocial support to IDP women, boys, girls and men, specific ESNFI needs assessment for particularly women headed households to respond most vulnerable families, and creating safe environment for affected children during emergencies in Kandahar, Hilmand, Uruzgan and Zabul provinces.",0,Partial
181514,"Basic medical care and cash assistance in Iraq2018: 1.400.000,00 €    2019: 1.000.000,00 €    2020: 1.000.000,00 € (2018 portion)",0,Partial
192015,"RRM: Assist flood affected people with NFIs, unconditional cash transfers and psycho social support",0,Partial
199537,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Shelter and Settlements (USAID/OFDA)",0,Partial
183787,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Shelter and Settlements ( USAID/OFDA)",0,Partial
184562,"Cash Assistance, Health, Livelihoods, Shelter and Settlements, WASH (STATE/PRM)",0,Partial
204963,"Food security assistance through cash plus, agriculture and fishery inputs in the most vulnerable districts of Al-Hodaydah, Al-Mahwait, Lahij and Taiz governorates in Yemen",0,Partial
200901,"Capacity Building, Cash-Based Programming, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH (Jordan, Lebanon, Syria, ) through Implementing Partner (State/PRM)",0,Partial
201847,"Support basic needsm including food, thorugh cash based interventions as well as health and wash activities to restore and strengthen livelihoods in drought crisis",0,Partial
186884,"Support to vulnerable farmers through agricultural inputs/kits, capacity building and cash for work schemes to revitalize food production, livelihoods and income in the rural areas of Anbar, Kirkuk, Diyala and Salah Al Din.",0,Partial
197468,"Support for Venezuelan refugees and Colombian returnees in the area of health and protection, including integrated cash assistance and child nutrition2018: 100.000,00 2019: 600.000,00 €",0,Partial
183300,Support to Palestine Refugees in Syria through providing essential services including quality healthcare and education and emergency cash assistance,0,Partial
180318,Provision of integrated food security through restocking and cash for work and nutrition through awareness to most vulnerable drought and sagoar cyclone effected population in Badhan and Taleh Districts.,0,Partial
194296,"Durable Solutions, Emergency Response, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities, Multi-Purpose Cash Assistance, Multi-Sector Assistance, Protection, Shelter and Settlements (State/PRM)",0,Partial
191796,"Humanitarian assistance in the fields of nutritition (with Cash-measures), water and sanitation, and shelter for IDPs in Nordshan and Kachin/Myanmar (2019 portion)",0,Partial
180506,"Support for Venezuelan refugees and Colombian returnees in the area of health and protection, including integrated cash assistance and child nutrition 2018: 100.000,00 2019: 600.000,00 € (2019 portion) / Atención a migrantes y comunidad receptora en Soledad Atlantico, Bayunca Bolivar y Cúcuta Norte de Santander: en salud, proteción y nutrición: Atención médica general, asistencia psicosocial, espacios amigables para niños, asistencia legal, fortalecimiento institucional, campaña de sencibilización, talleres de nutrición. Entrega de kit de higiene, kit para madres lactantes y gestantes, kit recien nacido, entrega de suplementos alimenticios para niños, entraga de cash (cash for work).",0,Partial
166809,"Provision of WASH, Food Security (Cash transfer) and Protection assistance for IDPs and Returnees families in Khas Kuner district of Kuner province and Khugiani district of Nangrahar province",0,Partial
196460,"Cash & In-kind assistance for a total of 4265 IDPs/Cash for 1204 HHs,In kind/NFI Support for 2810 IDPs, and shelter repairs support for 250 returnees",0,Partial
202487,"Emergency response with shelter kits, food baskets, RTEs, shelter kits, winterization vouchers, NFI, MPGs (funding source. ECHO)",0,Partial
199979,"Sudan/CE Darfur: Water, Sanitation and Hygiene,Nutrition,Multipurpose Cash Assistance,Agriculture and Food Security ( USAID/OFDA)",0,Partial
202483,"Emergency response with shelter kits, food baskets, RTEs, shelter kits, winterization vouchers, NFI, MPGs (funding source. UK)",0,Partial
199322,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Risk Management Policy and Practice

(USAID/OFDA)",0,Partial
174067,"Short-term (voucher & in-kind) food assistance and provision of access to agricultural input/work for 4,805 people in Bashiqa Township",0,Partial
167296,"Water trucking,food and cash contributions",0,Partial
183705,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2018 portion)",0,Partial
183706,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2019 portion)",0,Partial
195802,"Supporting earthquake-affected families in Sulawesi in restoring their livelihoods and WASH infrastructure :Water, Sanitation & Hygiene Promotion; Cash Transfer; Prevention & Preparedness",0,Partial
176580,"Cash and Resilience (Unconditional Cash, Agricultural Training and Inputs, Tree Nurseries)",0,Partial
179077,"Unconditional cash and food, NFI and Wash kits distribution_x000D__x000D_
 Syria - NFI/Shelter (50%), Syria - Food Security/Livelihoods (25%), Syria - WASH (25%)",0,Partial
167571,"Cash Project, diversication of livelihoods and market internevtions to strengthen vulnerable households; 2017: 90.000,00 € 2018: 405.000,00 € (AA-S09 321.50 SSD 13/17)",1,Partial
191867,CASH and shelter support to flood affected families in Blantyre and Chikwawa districts in Malawi. Hygiene promotion campaign. Awareness raising GBV and CPV,0,Partial
185359,"Improvement of water supply, cash assistance and protection measures for internally displaced persons, returnees and host communities in Nineva",0,Partial
193334,"Cash Assistance for essential needs ($429,304), Safety and Security ($4,614), Capacity and Management Support ($96,809), Protection ($333), Emergency Health ($125,960), Education in Emergencies ($97,128)",0,Partial
195768,"Food, Cash for Food, Shelter, WASH, Protection, Capacity Building Multisector in Kachin / Shan - - Myanmar 2019",0,Partial
191483,"Improving immediate access to food and restoring livelihood-related food and income sources for drought and conflict affected people through Cash and provision of emergency livestock assistance in Alula and Bargaal Districts of Bari region, Somalia",0,Partial
206538,Cash Assistance for essential needs; Education in Emergencies; Emergency Health,0,Partial
156899,"Improving food security and livelihoods through distribution of food vouchers, cash for work activities and provision of animal health/fisheries services.",0,Partial
183911,"Food emergency and cash help for especially vulnerable persons in Niger; 2018: 4.000.000,00 € 2019: 1.000.000,00 € (2019 portion)",0,Partial
204943,Providing Cash and Agricultural support to highly vulnerable agricultural dependent and acutely food insecure families in Mawza district of Taizz governorate and Al-Qafr district of Ibb governorate,0,Partial
170310,"Cash for shelter + basic health care, vocational education, fire safety",0,Partial
182438,Support to Protect Food Security and Livelihoods through Rehabilitation of Agriculture Infrastructure and Cash for Work programs.,0,Partial
187487,"Food assistance, livelihood support, cash",0,Partial
198653,"Sudan/CE non-Darfur: Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Agriculture and Food Security ( USAID/OFDA)",0,Partial
200900,"Cash-Based Programming, Education, Health, Livelihoods, Mental Health, Protection, Psychosocial Assistance, Shelter, WASH through NGO Partners (Egypt, Iraq, Jordan, Lebanon, Syria, Turkey) (State/PRM)",0,Partial
156748,"WASH, NFIs, cash, livelihoods through CARE Canada   (D004409).",0,Partial
163356,"""Health, shelter, NFI, WASH, food security and livelihoods_x000D__x000D_
(including unconditional cash) and disaster risk reduction (DRR) assistance to those affected by flooding in Bangladesh.""",0,Partial
199650,"Humanitarian assistance to affected population by means of food distribution, cash transfers and treatment and preventment of malnutrition",0,Partial
166785,"Supporting new and prolonged IDPs to meet their emergency food, WASH and Education needs in Kandahar and Takhar Provinces of Afghanistan through immediate cash transfer modality, WASH interventions and establishment of children Temporary Learning Space (TLS)",0,Partial
174144,"Aid to victims of conflict in South Sudan (cash, seeds, agriculture & fishing tools, education)",0,Partial
195703,Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region (2019 portion),0,Partial
185789,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",1,Partial
185807,"Provision of crop and vegetable seeds, tools, fishing kits, agriculture trainings, food processing, post harvest management, cash/voucher for assets (roads, dykes), construction of 1 school building, WASH (latrines, boreholes).",0,Partial
195729,"Improve access to food, water, sanitation, health care and nutrition by providing essential goods, services and cash support to vulnerable households of internally displaced people and host communities in Baidoa",0,Partial
204862,Emergency Livelihood Cash and Fishery Assistance to targeted highly vulnerable fishery-dependent in Brom Mayfa district of Hadhramaut governorate and Dubab district of Taiz governorate.,0,Full
184356,"Emergency relief, including cash transfers for vulnerable agro-pastoral households in the areas of food security and livestock security in the Kayes areaNew allocation to the financial years as follows :   2018: 346.663,00 €    2019: 148.337,00 € (2018 portion)",0,Partial
184357,"Emergency relief, including cash transfers for vulnerable agro-pastoral households in the areas of food security and livestock security in the Kayes areaNew allocation to the financial years as follows : 2018: 346.663,00 € 2019: 148.337,00 € (2019 portion)",0,Partial
172492,"Construction of sanitation infrastructure, distribution of hygiene kits, distribution of seeds and food vouchers (seed protection ration)",0,Partial
194826,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera",0,Partial
204934,Provision of cash + Agricultural Livelihood interventions to the most vulnerable households at Jabal Ash Sharq district of Dhamar Governorate,0,Partial
199914,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0,Partial
174355,"Rehabilitation of water points, WASH support in a health facility, distribution of agricultural inputs for market gardening and distribution of food vouchers (P006155)",0,Partial
197575,Cash and WASH support,0,Partial
157117,Emergency Distribution of NFIs and Cash Transfer to Returnees and IDPs,0,Partial
161970,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq 15)_x000D__x000D_
_x000D__x000D_
Shelter-NFI: $ 2,098,608_x000D__x000D_
Protection (psychosocial): $ 386,389_x000D__x000D_
Health: $ 577,730",0,Partial
198749,Child protection and multi-purpose cash activities in response to displacements in North West Syria.,0,Partial
204886,Livelihood Support through Cash+ Agriculture Assistance Package in Radfan District in Lahj Governorate and Bayhan District in Shabwah Governorate,0,Partial
169444,"Agriculture Production for potatoes and vegetables, and Cash For Work",0,Partial
200874,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence, Health, Nutrition, WASH, Youth Programs (Egypt, Iraq, Jordan, Lebanon, Turkey) (State/PRM)",1,Partial
183219,"Cash for work and unconditional cash, distibution of livelihoods kits and training in Aweil East..from Tearfund",0,Partial
155002,"Cash-for-Work, Cash Transfers for Food, Food Vouchers, Local Procurement, Nutrition through IPs (USAID/FFP)",0,Partial
199814,Food and Cash-based Assistance for Vulnerable Populations in Somalia (USAID/FFP),0,Partial
195369,"1. Provide technical assistance, mobilize partnerships and resources to promote migrant, asylum seeker, refugee and host women’s economic empowerment, opportunities and rights.

2. Provide Portuguese classes; vocational trainings on finance/accounting, business/entrepreneurship development; job counselling and legal advice on work permits and job security and other activities to improve livelihoods and life skills to female-only groups of Venezuelan migrant, asylum seeker refugee women.

3. Provide multi-purpose, unconditional, unrestricted cash to Venezuelan migrant, asylum seeker refugee women to support recovery, resiliency, economic empowerment and relocation. Total amount: € 95,323 (2019: € 67,823; 2020: € 27,500)",0,Partial
177918,SI: Livestock vaccination and  treatment activities; distribution of food vouchers.,0,Partial
203104,GROWING SAFER: SUPPORTING SCHOOL DISASTER PREVENTION &amp; BUILDING BACK BETTER RECONSTRUCTION (ECHO/-SF/BUD/2019/91020),0,Partial
201385,Cash transfers and child protection activities focusing on most vulnerable due to food insecurity,0,Partial
201355,"Family Strengthening through Cash Transfer and Child Protection in Baidoa, Somalia",0,Partial
157510,Transitional Shelter Solutions and Cash for Work Support,0,Partial
181056,Provision of access to life-saving and life-sustaining non-food items and emergency shelter materials to the most vulnerable displaced and returning communities through mobile response across South Sudan and Cash-based modality in Bor South County.,0,Partial
183626,"Venezuela Regional/CE: Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance ( USAID/OFDA)",0,Partial
202095,"Shelter upgrading and winterization cash based assistance for IDPs and Host community in 12 Hard to reach districts of Laghman, Nangrahar and Kunar provinces",1,Partial
198023,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq Financial year 2015: 1.000.000,00 € 2016: 3.000.000,00 € 2017: 5.000.000,00€ 2018: 2.000.000,00€Top up financial year 2017: 4.000.000,00 € 2018: 1.000.000,00 € 2019: 2.000.000,00 € (AA-S05-321.50 IRQ 13/15)",1,Partial
200067,"Provide food security and nutrition support to people affected by the humanitarian crisis in Northeast Nigeria through general food, cash and voucher distributions, blanket supplementary feeding, livelihoods, and building government's capacity in disaster risk reduction and emergency preparedness.(part of ECHO/-WF/BUD/2018/91011)",0,Partial
189837,"Distribution of food, cash transfers, treating and preventing malnutrition.",0,Partial
196228,"Capacity and Management Support ($347,303); Cash Assistance for essential needs ($5,577)",0,Partial
196522,Improve the living conditions of internally displaced people with cash and wash assistance to meet immediate basic needs,0,Partial
161969,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq Financial year 2015: 1000000.00 €, 2016: 3000000.00 €, 2017: 5000000.00€, 2018: 2000000.00€",0,Partial
184408,"Multi-Purpose Cash and Education to Reduce the Impact of Super Typhoon Mangkhut / Ompong in the Philippines2018: 401.590,78 € 2019: 98.409,22 € (2019 portion)",0,Partial
184410,"Multi-Purpose Cash and Education to Reduce the Impact of Super Typhoon Mangkhut / Ompong in the Philippines2018: 401.590,78 €    2019: 98.409,22 € (2018 portion)",0,Partial
193326,"Palestinian Refugees from Syria in Lebanon : Cash Assistance for essential needs ($2,697,419), Safety and Security ($11,575), Capacity and Management Support ($291,725), Education in Emergencies ($1,192,712), Emergency Health ($204,553) and Protection ($201,832) (MEU-19/0003-2)",0,Partial
192067,Food and Cash-based Assistance to refugees in Refugee Camps in Northwestern Tanzania (ECHO/COD/BUD/2019/91002),0,Partial
186918,"Global: Cash and market Specialis: WASH, Water resources conservation (including data collection), Multiyear 2018-2019, 2019 portion, total amount CHF 380,000 ( Z7H214200064)",1,Partial
183063,Construction of 340 Shelters and Latrines and Multi purpose cash distribution for 382 households (USAID/OFDA),0,Partial
193284,"Integrated community-based management of acute malnutrition, cash and WASH services in the Korahe zone of the Somali region. 2019: 900,000 €; 2020: 450,000 € (2019 portion)",0,Partial
190871,PAM: Relance de la production agricole+cashCICR: Achat et distribution de semencesSI: Assistance en vivres et en intrants agricoles,0,Partial
195866,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon; 2018: 95.000,00 € 2019: 1.030.000,00 € (2019 portion)",0,Partial
170728,Aide aux réfugiés irakiens de Madaba et Kerak : cash for work et formation professionelle,0,Partial
201896,"Winter assistance through cash and in-kind benefits for returnees, internally displaced persons and particularly vulnerable households in host communities (2019 portion)",0,Partial
181783,"Food assistance and early reconstruction with cash to secure a livelihood for needy internally displaced persons and returnees in the state of Borno; 2018: 400.000,00 € 2019: 1.000.000,00 € (2019 portion)",0,Partial
190719,PAM: fourniture d'aliments adaptés pr enfants de 6 à 23 mois et FEAGret:bons achats et rations de prorection +farines fortifiéesACF: diversification alimentaire et traitement de la malnutrition,0,Partial
202285,"Rehabilitation of water systems, cash assistance for renovation and protection measures for conflict-affected persons- Multi year - 2019 portion-",0,Partial
202065,"Distribution of lifesaving non-food items, shelter materials and cash for shelter for the most vulnerable displacement affected populations in South Sudan.",0,Partial
156739,"In response to 2017 appeal:WASH, health, nutrition, cash, livelihoods through L'Oeuvre Léger (D004378).",0,Partial
169475,"Provide food assistance, medical services, and emergency cash assistance_x000D__x000D_
(part of D003267)",0,Partial
173139,"In response to 2018 appeal:WASH, health, nutrition, cash, livelihoods through L'Oeuvre Léger (D004378).",0,Partial
191906,"Immediate humanitarian assistance to the most vulnerable Syrian refugees in Hatay province through case management, seasonal cash support and emergency shelter repair. 2019: 1,124,800 €; 2020: 427,130 € (2019 portion)",0,Partial
199745,"Support to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA): Capacity and Management Support ($237,207); Cash Assistance for essential needs ($170,570); Safety and Security (105,894)",0,Partial
181193,"Provision of life-saving dry season vegetable kits and fishing kits, integrated with cash-for-work/WASH from other programs, for the most vulnerable 8500 households in Koch County to support their restoration of livelihoods for improving food security.",0,Partial
166664,"Provision of life-saving Emergency Shelter and Non-Food Items, and distribution of cash vouchers in CES and EES.",0,Partial
193757,PAM: transfert d'espèces + traitement de la MAMUnicef: traitement MAS,0,Partial
177912,Acted : Transferts monétaires + activités maraichaires,0,Partial
168811,"Provide support to  10 public  schools  in 2 Bay regional towns of Berdale and Bur hakaba  through the provision of clean drinking water, provision of school cash grants, emergency teacher incentives, Construction of 2 temporary learning space (TLS) with 2 twin latrine",0,Partial
192448,"Distribution of lifesaving non-food items, shelter materials and cash for shelter for the most vulnerable conflict and disaster-affected populations in South Sudan",0,Partial
194716,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities",0,Partial
197658,Supporting the livelihood of the vulnerable Farmers with vouchers for agriculture inputs and irrigation fees for vegetables,1,Full
190940,PAM: Rations alimentaires ou bons alimentaires pour populations en IPC 4 ou supérieurCICR: colis alimentaires+riz,0,Partial
183310,"unconditional cash transfers to 4,400 households; livelihood recovery assistance to 2,300 farmers through seed distribution and 1,900 herders through feed and fodder distributions; safe drinking water through the rehabilitation of 220 wells and 14 water networks and construction of 31 boreholes; and 21 small scale structural mitigation projects through community based Disaster Risk Reduction (ECHO/-AS/BUD/2018/91028)",0,Partial
187086,Improvement of water supply and cash assistance to create housing for returnees.,0,Partial
183433,"Cash Assistance for essential needs, including food, shelter and NFIs; Emergency Health_x000D__x000D_
Capacity and Management Support",0,Partial
180082,Supporting drought affected host communities and IDPs to meet their emergency food and WASH needs in Kandahar and Helmand Provinces of Afghanistan through immediate cash transfer modality and WASH interventions,0,Partial
189355,"In response to 2019 appeal: Shelter, NFI, WASH, livelihood, Cash programming

(P007412)",0,Partial
174550,PAM: Fournir une assistance alimentaire aux ménages réfugiés syriens au Liban avec une aide en espèces; AMEL: cuisines et jardins collectifs/distribution de repas chaud; ACF: Bons d'achat pour produits frais+jardins potagers dans des écoles,0,Partial
195865,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon",0,Partial
174549,PAM: Cantines scolaires pour réfugiés syriens+cash pour femmes qui vont cuisiner ces repas; UNRWA : Transfert d'espèces pour les réfugiés palestiniens,0,Partial
154985,"Food and cash to improve food security in Nugaal/Sool, Puntland State and Bay, South West State of Somalia. (D002531).",0,Partial
169054,"Delivering case managment and GBV cash assistance within a survivor centered approach for Syrian refugee and host community women in Jordan, Multiyear 2017-2019, total amount CHF 520,000 (7F-09919.01)",0,Partial
188080,Lean Season Assistance (LSA): Cash and/or food transfers to the most vulnerable households affected by seasonal food shortages.,0,Partial
156243,"Provide food assistance, medical services, and emergency cash assistance (D003920)",0,Partial
203832,In kind - Food and Cash-based Assistance for Vulnerable Populations in Somalia (USAID/FFP),0,Partial
184732,Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violence in Iraq. Financial year 2018,0,Partial
184731,Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violence in Iraq. Financial year 2019,0,Partial
163340,"Emergency food, water and healthcare assistance in Yemen (including cash-transfer programming)",0,Partial
193329,"Palestinian Refugees Assistance in Syria (MEU-19/0003-1). Cash Assistance for essential needs ($391,163); Food Assistance ($109,335); Safety and Security ($809,634); Capacity and Management Support ($360,417); Education in Emergencies ($1,841,470); Emergency Health ($293,040); Environmental Health ($176,490); Livelihoods ($43,290)",0,Partial
190587,"Multipurpose cash assistance in Kasai, Kasaï Central and Tanganyika to conflict affected people and Congolese nationals expelled from Angola and the strengthening of food security data collection to improve an evidence-based response to the needs of affected populations in the DRC (part of ECHO/COD/BUD/2019/91008)",1,Partial
167530,"Multi-purpose cash grants, cash for work, micro-grants, capacity building",1,Partial
163341,"Emergency food, water and healthcare assistance in Nigeria (including cash-transfer programming)",0,Partial
183625,"Venezuela Regional/CE: Multipurpose Cash Assistance,Protection ( USAID/OFDA)",0,Partial
203039,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 € (2019 portion)",0,Partial
193265,Integrated health and nutrition (TSFP MCHN) programing and food distribution with conditional vouchers in Banadir.,0,Partial
166806,"Emergency assistance to 750 IDPs households (5250 individuals) through cash transfers, protection, and WASH to improve the humanitarian conditions of conflict-affected persons in hard-to-reach areas in the East region of Afghanistan, in particular in the districts of Surkh Rod in Nangahar, and Dari-i-Pech and Khas Kunar in Kunar",0,Partial
182365,"Emergency assistance (including cash transfers) for agro-pastoral guesthouses, refugees, internally displaced persons and returnees in the communes of Ayorou, Banibangou and Tillabéri; 2018: 425.342,96 € 2019: 47.157,04 € (2018 portion)",0,Partial
158513,Alima:Prise en charge de la malnutrition aiguë sévère (enfants avec complications).PUI: Assistance alimentaire / coupons + renforcement dépistage de la malnutrition,0,Partial
202289,"Unconditional cash grants to affected female-headed households, awareness raising, repair of ponds.",0,Partial
196534,CICR: distribution semences et outils; DCA: cash tranfert,0,Partial
195428,"UNRWA : Assistance alimentaire en espèces aux réfugiés palestiniens les plus vulnérablesACF : Renforcement de la sécurité alimentaire et nutritionnelle, et des moyens de subsistance au sein de communautés vulnérables vivant dans la Bekaa",1,Partial
162461,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; Multiyear 2017-2019; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 €",0,Partial
193361,"Support to UNRWA's Syria Emergency Appeal in Jordan. Capacity and Management Support: $229,878; Emergency Health: $24,841; Cash Assistance for essential needs: $1,032,282.",0,Partial
185180,Supporting drought affected IDPs to meet their emergency needs through Provision of Emergency Shelter and cash for winterization in Karukh district- Herat Province.,0,Partial
165606,"Food vouchers, Local and Regional Food Procurement (USAID/FFP)",0,Partial
176670,Building Community Resilience through Disaster Response Management and Multipurpose Cash Preparedness (ECHO/-SF/BUD/2018/91009),0,Partial
177909,Transfert d'espèces+activités agricoles,0,Partial
191946,"Emergency humanitarian assistance through the distribution of cash and the diversification of livelihoods for displaced persons, returnees and host communities in the Upper Nile region",0,Partial
193357,"Cash Assistance for essential needs ($2,406,091), Food Assistance ($111,000)",0,Partial
159083,Comprehensive Emergency WASH and Unconditional Cash Assistance for Vulnerable Conflict Affected Households in Al Dhale'e (ECHO/YEM/BUD/2017/91006),0,Partial
185231,Provision of emergency shelter and cash for winterization support for drought-affected IDPs in Badghis province.,0,Partial
174537,PAM: cash pour PDI; CICR: colis alimentaires et riz; TGH: Soutien à la résilience des ménages d’éleveurs les plus vulnérables affectés par le conflit,1,Partial
191609,Restauration des moyens de subsistance et facilitation de l’accès humanitaire par des petites réhabilitations d’urgence des pistes rurales et des infrastructures agricoles à travers le transfert monétaire (argent contre travail),1,Partial
189272,"In response to 2019 Regional Refugee and Migrant Response Plan (Venezuela crisis): Shelter, cash assistance, protection (P007423)",0,Partial
161976,"Improvement of nutrition status and current living conditions of IDP's and host communities in Wau sity and district by voucher distributions for FoodFinancial year 2016: 284211.94 € , 2017: originally 500000.00 € + top up in 2017 500000.00 € = total amount 1000000.00 € , 2018: 114000.00 €",1,Partial
177874,Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq 15),0,Partial
150895,Support to Emergency Job Creation and Transitional Shelter Cash Assistance (TSCA) Programmes in Gaza (part of PG/2016/03 - 3017837 - 2017 portion),0,Partial
197681,"Food Vouchers, Local and Regional Food Procurement, Nutrition (Amazonas, Bahia, Minas Gerais, Paraná, Rio Grande do Sul, Roraima) (USAID/FFP)",1,Partial
