id,text
154850,"Food (cash/vouchers), Access to Water and Hygiene"
167994,"UNHCR Cash Assisstance to returness and Protection & Assistance for Refugees, IDPs & Returnees,  Multi-year, 2016-2017, 2017 portion, total amount GBP 1,500,000"
168044,Strenghtening Resilience through Cash for Education in North-east Nigeria
168225,Cash Monitoring Evaluation Accountability and Learning Organisational Network (ECHO/SYR/BUD/2017/91048)
168226,"Emergency WASH and cash intervention for drought and conflict affected communities of East and West Hararghe zones, Oromia region of Ethiopia (ECHO/-HF/BUD/2017/91059)"
168368,"Cash Assistance for essential needs, including food, shelter and NFIs (part of ECHO/SYR/BUD/2017/91046)"
168648,WASH and CASH assistance to conflict affected IDPs
168811,"Provide support to  10 public  schools  in 2 Bay regional towns of Berdale and Bur hakaba  through the provision of clean drinking water, provision of school cash grants, emergency teacher incentives, Construction of 2 temporary learning space (TLS) with 2 twin latrine"
168954,"UNHCR: Secondment Cash-based Interventions Expert, Multiyear 2017-2018, total amount CHF 121,200 (Z7H314300056)"
169052,"Delivering case managment and GBV cash assistance within a survivor centered approach for Syrian refugee and host community women in Jordan, Multiyear 2017-2019, total amount CHF 520,000 (7F-09919.01)"
169129,"IFRC Secondment of a Cash in Emergencies Specialist, Multiyear, 2017-2018, total amount CHF 190,000 (Z7H514500020)"
169132,"Secondment of a Cash Expert to the Cash Learning Partnership (CaLP), Multiyear, 2017-2018, total amount CHF 60,000 (Z7H514500019)"
169416,"Envelop 1: Emergency Lifesaving Ignore Food Voucher Assistance to 4200HHs of most vulnerable affected by the conflict of men, women, boys and girls in Dawran Aness and Jabal Ash sharq Districts in Dhamar Governorate."
169444,"Agriculture Production for potatoes and vegetables, and Cash For Work"
154985,"Food and cash to improve food security in Nugaal/Sool, Puntland State and Bay, South West State of Somalia. (D002531)."
155002,"Cash-for-Work, Cash Transfers for Food, Food Vouchers, Local Procurement, Nutrition through IPs (USAID/FFP)"
155012,Humanitarian WASH and cash assistance to displaced populations in Myanmar (Kachin) (part of ECHO/-XA/BUD/2017/91003)
155014,Emergency livelihood support through cash for work for refugees from South Sudan
170118,Sierra Leone: Humanitarian and Early Recovery Cash Transfers (SM170446)
170250,WFP Additional 2017 Cash Contribution PRRO 20098  (7F-03297.38)
170310,"Cash for shelter + basic health care, vocational education, fire safety"
170311,Cash for winterization
170312,Cash for shelter + basic health care
170322,Cash for shelter multi-year program for Syrian refugees and the poorest local communities
170338,Humanitarian projects in the area of basic assitance and social protection in the Zaporizhia region and the Doneck region (GCA)
170434,The project aims at assisting to improve food and nutrition security for the most vulnerable populations (including IDPs and Recent Returnees from neighbouring countries) in food crisis situation according to the last IPC cycle 2017). the main activities are: Agricultural inputs distribution; Inconditional Cash Transfer; Income Generating Activities and Nutrition awarness raising..
170711,Programme d'assistance monétaire multi sectorielle et mise en place de projets de résilience.
170728,Aide aux réfugiés irakiens de Madaba et Kerak : cash for work et formation professionelle
170749,WFP Secondment of a social protection and social safe nets advisor.
170821,Résilience et redressement via des transferts monétaires pour les populations touchées par le conflit à Damasak
171164,"Cash Assistance for essential needs, including food, shelter and NFIs"
171176,"Cash Assistance for essential needs, including food, shelter and NFIs (through Online/Individual giving)"
171180,"Cash Assistance for essential needs, including food, shelter and NFIs"
171187,"Cash Assistance for essential needs, including food, shelter and NFIs (through Bizkaia Regional Government)"
171188,"Cash Assistance for essential needs, including food, shelter and NFIs (through Madrid Local Council)"
171241,Transitional Shelter Cash Assistance (part of PG/2016/03 - 3017837 - 2017 portion)
172391,Provision of Health Services and Cash Assistance for crisis affected Syrians in North-Eastern Jordan
172489,Cash-based Intervention for Sryian and Iraqi Refugees in Mersin (Third Phase)
176798,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers"
176801,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers"
176806,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers"
177494,"Strengthening capacities for cash-transfer programmes2016: 23.720,44 €    2017: 384.023,56 €    2018: 500.000,00 € (2017 portion)"
178118,Harmonized Multi-Purpose Cash Assistance to Conflict Affected vulnerable households in Iraq II
178376,OFDA/FFP: Cash Consortium for Iraq (CCI) Emergency Response for Conflict Affected Households 2017-18
185026,WFP Cash & Voucher Project: Food Assistance
185788,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers"
191456,Improvement of access to community infrastructure and coverage of humanitarian need through cash transfers;
155176,Psycho-social assistance for conflict-affected Syrian refugees in Jordan
194513,WFP Cash Programme in Lebanon ( 1 Jan 2017 - March 2018 )
195197,"(Core voluntary funds) Moving out of fragility through effective national social protection floors in times of continuing conflict and austerity. Total funding amount: $262,140 (2017: $4,268; 2018: $135,729; 2019: $122,143)"
203037,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 € (2017 portion)"
142951,"Improvement of nutrition status and current living conditions of IDP's and host communities in Wau sity and district by voucher distributions for food; 2016: 284.211,94 € 2017: 688.209,35 € 2018: 714.000.,00 € (AA-S05 321.50 SSD 10/16)"
150793,"Strengthening capacities for cash-transfer programmes2016: 23.720,44 €    2017: 384.023,56 €    2018: 500.000,00 €"
162431,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; Multiyear 2017-2019; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 €"
165459,Implementation of SDC/HA Operational Concept on Cash Transfer Programming (CTP) Multiyear 2017-2020; total amount 600 000 CHF. (7F-07880.05)
167560,"Cash Project, diversication of livelihoods and market internevtions to strengthen vulnerable households; 2017: 90.000,00 € 2018: 405.000,00 € (AA-S09 321.50 SSD 13/17)"
155244,"Scale up preventive and curative nutrition, and health services alongside WASH and cash programming. This action will help prevent further deterioration in malnutrition levels whilst providing much needed treatment for those already affected. "
155245,"The FAO famine prevention and drought response plan seeks to address the needs of rural families in Somalia. The activities proposed are: cash for work and unconditional cash transfers in Hiraan, Bay, Bakool and Middle and Lower Shabelle districts and emergency livestock support in Bay and Bakool. "
155246,"Provide immediate life-saving assistance through unconditional in-kind and cash based transfer, and provide curative and preventative nutrition services to children U5 and pregnant and lactating women"
168953,"UNHCR: Secondment Cash-based Interventions Expert, Multiyear 2017-2018, total amount CHF 121,200 (Z7H314300056)"
169051,"Delivering case managment and GBV
cash assistance within a survivorcentered approach for Syrian refugee and host community women in Jordan, Multiyear 2017-2019, total amount CHF 520,000 (7F-09919.01)"
169128,"IFRC Secondment of a Cash in Emergencies Specialist, Multiyear, 2017-2018, total amount CHF 190,000 (Z7H514500020)"
169131,"Secondment of a Cash Expert to the Cash Learning Partnership (CaLP), Multiyear, 2017-2018, total amount CHF 60,000 (Z7H514500019)"
170748,WFP Secondment of a social protection and social safe nets advisor.
176804,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers"
178117,205094-101 - Harmonized Multi-Purpose Cash Assistance to Conflict Affected vulnerable households in Iraq II
178375,OFDA/FFP: Cash Consortium for Iraq (CCI) Emergency Response for Conflict Affected Households 2017-18
182484,"UNHCR Cash Assisstance to returness and Protection & Assistance for Refugees, IDPs & Returnees  , Multi-year, 2016-2017, total amount GBP 11,500,000"
198609,Cash cards for Syrian refugees
155286,Providing Cash to food insecure households to buy food in response to climate induced prolonged food crises.
155287,Cash response as well as the re-establishment of the water distributions in Marsabit and Isiolo.
155288,Cash distribution
155543,Support to Palestine Refugees in Syria through providing essential services including quality healthcare and education and emergency cash assistance
147579,Cash-based Response to Hurricane Mathew :  Emergency Food Assistance (USAID/FFP)
155623,Transitional Shelter Cash Assistance
155701,X: Supporting a return to learning for extremely vulnerable and food insecure crisis-affected children in Syria through school feeding and voucher support
155723,"Cash Assistance for essential needs, including food, shelter and NFIs"
155724,"Cash Assistance for essential needs, including food, shelter and NFIs (through Spain, Basque government)"
155735,"Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
155782,"Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
155784,"Cash Assistance for essential needs, including food, shelter and NFIs"
155785,"Cash Assistance for essential needs, including food, shelter and NFIs"
155786,"Cash Assistance for essential needs, including food, shelter and NFIs"
155787,"Jordan - Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
155796,"Cash Assistance for essential needs, including food, shelter and NFIs  (Allocation of unearmarked funds)"
148194,Conditional food assistance via cash-based transfers for asset creation or rehabilitation activities; general food assistance (unconditional) via cash-based transfers; nutrition assistance for the prevention and treatment of malnutrition for children aged 6-59 months
156033,"Emergency assistance responding to food, NFI and shelter needs through distributions of cash and in-kind supplies, from 2016 to 2017, 2017 portion  (part of ECHO/SYR/BUD/2016/91009)"
156063,Targeted emergency cash assistance to most vulnerable households affected by drought
156078,WFP Multi-Bi Allocation 2017 - Cash Contributions: Emergency food assistance (part of 7F-03297.38)
156094,"Appui à la sécurité alimentaire et nutritionnelle des ménages très pauvres et vulnérables à travers l'assistance monétaire à usages multiples dans les communes de Bambara Maoudé, Haribomo, Inadiatafane et Ouinerden (ECHO/-WF/BUD/2017/91046)"
156164,"Sauver des vies à travers une assistance en CASH Multifonctionnel pour répondre aux besoins les plus pressants de 12,900 personnes déplacées internes dans le Département du Logone et Chari"
156168,"Emergency support to conflict-affected internally displaced and host communities through the extention of vital NFI assistance (items and vouchers) to conflict-affected populations, improving water access with complementary hygeine and sanitation programmes, improved food security and livelihoods through kitchen gardens, agricultural support and cash for work , from 2015 to 2017, 2017 portion (USAID/OFDA)"
156173,"Damascus: Early Recovery and Livelihood - Increased access to livelihood opportunities and social protection for vulnerable children and youth in 7 Governorates of Syria (Damascus, Rural Damascus, Homs, Hama, Aleppo, Al Hasakeh and Tartous)"
156201,Back to schools: access to education and psycho-social assistance for conflict-affected children in North Iraq (Ninive)
156243,"Provide food assistance, medical services, and emergency cash assistance (D003920)"
156245,"Provide food assistance, medical services, and emergency cash assistance (D003920)"
156280,"Provision of psychosocial services, livelihoods opportunities, and emergency cash
(D004154)"
149995,Enhancing Access to Food for Internally Displaced Persons (IDPs) through the Provision of Unconditional Cash Transfers in Kaxda District
156465,"Food Vouchers and Cash Transfers for Relief Food and Livelihoods, Nutrition Assistance.  Urgent upscaling of cash-based interventions to prevent famine in rural areas of Somalia (USAID/FFP)"
156507,Unconditional Cash Support for Food Insecure in Far North Cameroon
150895,Support to Emergency Job Creation and Transitional Shelter Cash Assistance (TSCA) Programmes in Gaza (part of PG/2016/03 - 3017837 - 2017 portion)
156662,Food and Cash assistance for refugees and asylum seekers in Djibouti (ECHO/-HF/BUD/2017/91027)
156739,"In response to 2017 appeal:WASH, health, nutrition, cash, livelihoods through L'Oeuvre Léger (D004378)."
156741,"WASH, NFIs, Shelter, Cash, Livelihoods (D004391)."
156746,"WASH, NFIs, cash, livelihoods through CARE Canada   (D004368)."
156748,"WASH, NFIs, cash, livelihoods through CARE Canada   (D004409)."
156899,"Improving food security and livelihoods through distribution of food vouchers, cash for work activities and provision of animal health/fisheries services."
156963,Emergency Cash-for-Work
156965,Emergency Cash-for-Work
156984,Emergency Cash-for-Work (GAZA)
156986,Emergency Cash-for-Work (WB)
156990,Transitional Shelter Cash Assistance
156992,Emergency Cash-for-Work
157043,Unconditional Cash and WASH
157044,Unconditional Cash and WASH
157117,Emergency Distribution of NFIs and Cash Transfer to Returnees and IDPs
157124,"Rapid shelter response focused on cash-for-rent and distribution of Sealing Off Kits (SOKs). 400 SOKs were distributed, benefiting 2,233 individuals."
157231,"Enabling resilience to the drought situation for the most vulnerable households in Marsabit County, Kenya, through unconditional cash transfers (ECHO/-HF/BUD/2017/91047)"
157397,Distribution of food items and cash transfer to households with malnourished children
157436,Drought in Horn of Africa - Saving lives and protecting livelihoods through cash-transfers and a market-based response in Greater Upper Nile
157454,Distribution of medicine and cash transfer to households with malnourished children
157455,Distribution of food items and cash transfer to households with malnourished children
157456,Distribution of food items and cash transfer to households with malnourished children
157501,"Short-Term Employment Project for Gaza Strip Graduates Third Phase, Cash for work assistance"
157510,Transitional Shelter Solutions and Cash for Work Support
157796,Social Protection (SM1499101403)
157797,Social Protection (SM170028)
157939,SomReP Consortium - Bay and Lower Shabelle Resilience & Social Protection Programme (2017 portion of multiyear award 2016-2018; total EUR 11.5 million)
157944,SomReP Consortium - Bay and Lower Shabelle Resilience & Social Protection Programme (2017 portion of multiyear award 2016-2018)
157946,SomReP Consortium - Bay and Lower Shabelle Resilience & Social Protection Programme (2017 portion of multiyear award 2016-2018)
157947,SomReP Consortium - Bay and Lower Shabelle Resilience & Social Protection Programme (2017 portion of multiyear award 2016-2018)
158026,Non-earmarked Cash distributions.
158064,"Programme Officer Cash Based Transfers, Techn. Assistance inc. Experts (Secondment) Multiyear 2017 to 2018, 2017 portion (part of Z7H214200027)"
158065,"Programme Officer Cash Based Transfers, Techn. Assistance inc. Experts (Secondment) Multiyear 2017 to 2018, 2018 portion (part of Z7H214200027)"
158067,"Additional Credit: Programme Officer Cash Based Transfers, Nairobi: Techn. Assistance inc. Experts (Secondment) ( Z7H21400007 )"
158081,"WFP Multi-Bi Allocation 2017 - Cash Contribution for n Emergency food assistance
(7F-09777.06)"
158106,Social Protection (through UNICEF/Madagascar)
153101,Provision of Multi-Purpose Cash Assistance to Vulnerable Herder Households Affected by Dzud
158481,Humanitarian WASH and cash assistance to displaced populations in Myanmar (Shan) (part of ECHO/-XA/BUD/2017/91003)
158513,Alima:Prise en charge de la malnutrition aiguë sévère (enfants avec complications).PUI: Assistance alimentaire / coupons + renforcement dépistage de la malnutrition
158514,Alima:Prise en charge de la malnutrition aiguë sévère (enfants avec complications).PUI: Assistance alimentaire / coupons + renforcement dépistage de la malnutrition
158531,Drought Emergency Response (DER) in Somalia (Cash alliance - 2017) (part of ECHO/-HF/BUD/2017/91054)
140347,"Emergency cash assistance for Palestine refugees in Syria Financial year 2017: 7000000.00 € 2018: 4000000.00 € Top up financial year 2017: 5.000.000,00 € 2018: 3.000.000,00 € 2. Top up financial year 2018: 2.000.000,00 € 2019: 6.000.000,00 € 3. Top up financial year 2018: 8.000.000,00 € 4. Top up financial year 2018: 5.000.000,00 €  (2017 portion)"
153220,"Relèvement immédiat Post-Matthew: Assistance cash et semences à des familles paysannes through SHA , Multiyear: 2016-2017, 2017 portion (part of 7F-09736.01)"
159039,PAM/FAO:Assistance alimentaire pour les réfugiés de RCA et  appui aux filières des petits producteurs agricoles.CICR:Achat semences et outils.SI:Coupons pour foire aux vivres
159041,PAM/FAO:Assistance alimentaire pour les réfugiés de RCA et  appui aux filières des petits producteurs agricoles.CICR:Achat semences et outils.SI:Coupons pour foire aux vivres
159043,PAM:Transferts monétaires+coupons + P4P (achats aux producteurs locaux et redistribution)Acted:relance agricole via des foires aux intrants agricolesPUI/CRF:relance agropastoraleTGH:Améliorat° sécurité alimentaire (Kits mairaichers et vivriers + services vétérinaires+ kits pêche et apiculture)
159046,PAM:Transferts monétaires+coupons + P4P (achats aux producteurs locaux et redistribution)Acted:relance agricole via des foires aux intrants agricolesPUI/CRF:relance agropastoraleTGH:Améliorat° sécurité alimentaire (Kits mairaichers et vivriers + services vétérinaires+ kits pêche et apiculture)
159051,Programme pilote / cash dans camps de réfugiés burundais
159054,PAM:Coupons alimentaires Gaza+sensibilisation aux bonnes pratiques  nutritionnelles.UNRWA:Programme de création d' emplois agricoles à des femmes + placement à l'UNRWA de jeunes diplomés
159061,Coupons électroniques
159062,Coupons électroniques
159070,Alima/SI: Coupons + Traitement de la MAS
159083,Comprehensive Emergency WASH and Unconditional Cash Assistance for Vulnerable Conflict Affected Households in Al Dhale'e (ECHO/YEM/BUD/2017/91006)
159170,Amélioration de la sécurité alimentaire et de la résilience des communautés à Karamoja au travers d’activités de travail contre argent et de formation.
159456,Reserve Fund-Cash Reserve Account
159686,Emergency Cash Assistance Forcibly Evicted from Informal Settlements in Lebanon
159908,Life-saving cash assistance to the most vulnerable households affected by floods and landslides
159974,Cash support to needy children (orphans)  covering for their  social and health care in various provinces of Yemen.
160155,Food Security Cash Distribution Project - Ainabo District
160366,Addressing the increasing vulnerabilities of the communities affected by the Syria crisis in Mount Lebanon with Multipurpose Cash Assistance
160413,Water Voucher Program in Shokat Al Sofi Area
160632,UNHCR multi-purpose cash grant program in Greece (ECHO/-EU/BUD/2017/01001)
160744,Social Protection
142797,Cash cards for Syrian refugees (AA-S05 321.50 SYR 26/16)
161350,"Cash Assistance for essential needs, including food, shelter and NFIs"
161360,Transitional Shelter Cash Assistance
161396,Emergency Cash-for-Work (GAZA)
161397,Emergency Cash-for-Work (WB)
161539,"Cash Assistance for essential needs, including food, shelter and NFIs (through Online/Individual giving)"
161540,"Cash Assistance for essential needs, including food, shelter and NFIs (through Online/Individual giving)"
161546,"Cash Assistance for essential needs, including food, shelter and NFIs"
161547,"Cash Assistance for essential needs, including food, shelter and NFIs (part of MEU-17/0011-2)"
161548,"Cash Assistance for essential needs, including food, shelter and NFIs (part of MEU-17/0011-3)"
161565,"Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
161571,"Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
161575,"Cash Assistance for essential needs, including food, shelter and NFIs (State/PRM)"
161682,This Program will support vulnerable Syrian Refugee families in Lebanon and Jordan as wellas vulnerable IDP families through Cash Based Interventions (CBI)
161683,This Program will support vulnerable Syrian Refugee families in Lebanon and Jordan as wellas vulnerable IDP families through Cash Based Interventions (CBI)
161684,This Program will support vulnerable Syrian Refugee families in Lebanon and Jordan as wellas vulnerable IDP families through Cash Based Interventions (CBI)
161692,Strengthen capacity of ASEAN Member States (AMS) to develop risk informed and shock responsive social protection systems for resilience (ECHO/-XA/BUD/2017/91030)
161877,Emergency measures to secure access to food and drinking water trhough mobile cash transfers
161975,"Improvement of nutrition status and current living conditions of IDP's and host communities in Wau sity and district by voucher distributions for FoodFinancial year 2016: 284211.94 € , 2017: originally 500000.00 € + top up in 2017 500000.00 € = total amount 1000000.00 € , 2018: 114000.00 €"
162012,Multilateral contribution: Support to the UNRWA’s emergency shelter programme. The Project aims to provide Transitional Shelter Cash Assistance (TSCA) to refugee families whose homes have been assessed as uninhabitable as a result of bombardment of the Gaza Strip so they can move into a temporary accommodation.
162027,Commodity Voucher & Training for the farmers in two govrnorates (USAID/OFDA)
162110,"To save lives and alleviate suffering (NFI, cash transfers, shelter, capacity building )"
162112,"To save lives and alleviate suffering - NFI, shelter, cash transfers, emergency preparadeness"
162121,Provide cash-based assistance for severely vulnerable Syrian refugees in Lebanon (ECHO/SYR/BUD/2017/91029)
162286,"Multilateral contribution. Support to the UNHCR project called “Return and Re-integration of Somali Refugees From Kenya to Somalia”. The project aims 1) to strengthen access to education for the returnee children of school going age, 2) to improve livelihoods of returnees, 3) to reinforce access to social and basic services through community-based projects by rehabilitating health, education and other basic infrastructures in the areas of return through cash for work,  4) to reduce the risk of SGBV"
162317,Multi-purpose cash assistance for refugees and asylum-seekers in Egypt (ECHO/SYR/BUD/2016/91067)
154036,"Multi-Purpose Cash and Protection for South Sudanese refugees in Bidibidi Settlement, Uganda"
154037,Linking humanitarian action to Social Protection systems in fragile and forced displacement contexts (ECHO/ERC/BUD/2016/91017)
162693,Cash assistance to the most vulnerable population affected by the conflict in the Eastern Ukraine
163225,"Protect lhousehold livelihoods: Food (Cash and Cash for Work),  	Disaster preparedness ( Animal vaccination"
154141,Transitional Shelter Cash Assistance
163305,"WASH, CASH & Livestock Support in Borena Zone"
163308,"Support to IFRC DREF operation responding to floods in Bangladesh:WASH, Health, Cash, NFI (D000396)"
163340,"Emergency food, water and healthcare assistance in Yemen (including cash-transfer programming)"
163341,"Emergency food, water and healthcare assistance in Nigeria (including cash-transfer programming)"
163342,"Emergency food and nutrition assistance to South Sudanese refugees
 (including cash-transfer programming)"
163343,Emergency food and nutrition assistance in Somalia (including cash-transfer programming)
163344,"Providing an additional two months of mixed restricted vouchers (for local purchase of food) and unrestricted vouchers to 575 out of 900 families (at least 5,400 individuals, drawn from settlement and IDP camps), and provision of livelihoods assistance to 100 returnee IDP households (60 female-headed and 40 male-headed) in Bay, Somalia (through ADRA New Zealand),  (66% of budget is cash transfers (mixed restricted and unrestricted vouchers)"
163346,"Increasing provision of cash transfers from 200 to 475 households (approx. 2,850 people) in four villages in Cynabo District, Sool region, for food security, improved water access and child nutrition. (50% of budget is cash transfers)"
163356,"""""""""Health, shelter, NFI, WASH, food security and livelihoods
(including unconditional cash) and disaster risk reduction (DRR) assistance to those affected by flooding in Bangladesh."""""""""
163362,Gaza: Follow up Project for Cash for Work Participants
163503,Disaster-affected people within the Great Lakes region are assisted by the Red Cross National Society with quick and well-targeted cash-transfers in order to increase their capacities to cope with the impact of the crisis situation.
163504,Disaster-affected people within the Great Lakes region are assisted by the Red Cross National Society with quick and well-targeted cash-transfers in order to increase their capacities to cope with the impact of the crisis situation.
163505,Disaster-affected people within the Great Lakes region are assisted by the Red Cross National Society with quick and well-targeted cash-transfers in order to increase their capacities to cope with the impact of the crisis situation.
163506,Disaster-affected people within the Great Lakes region are assisted by the Red Cross National Society with quick and well-targeted cash-transfers in order to increase their capacities to cope with the impact of the crisis situation.
163543,This Program will support vulnerable Syrian Refugee families in Lebanon and Jordan as wellas vulnerable IDP families through Cash Based Interventions (CBI)
163599,Emergency cash distribution to the most vulnerable food insecure populations in four Tarai districts severely affected by flooding
163604,Emergency food distribution and food security cash assistance for the worst flood-affected households
163733,"Cash et bons alimentaires;  permet de faire fonctionner les marchés dans le Jubaland, à la frontière avec le Kenya, région en phase 3"
163736,"Cash for assets/ le cash permettra la restauration de terres, points d'eau, pistes, améliorant les activités économiques dans les zones délaissées du Batha et Barh el Ghazal"
163742,Transferts monétaires+ coupons + P4P (achats aux producteurs locaux et redistribution). poursuite des appuis aux achats auprès d'organisations paysannes locales pour fournir des cantines scolaires
163743,"Renforcement de la résilience (coupons, couts prime d'assurance, renforcement des capacités). poursuite des appuis au projet résilience 4R au Sénégal oriental, zone délaissée, avec des aspects climat (restauration des terres contre coupons et assurance perte récolte)"
163745,UNRWA: Cash/permet de faire fonctionner marchés et appuie la résilience des réfugiés palestiniens de Syrie exclus du plan de réponse jordanien.
163747,"UNRWA: Cash/permet de faire fonctionner marchés et appuie la résilience des réfugiés palestiniens de Syrie exclus du plan de réponse jordanien. CICR: Colis alimentaires/appui aux ménages réfugiés et pop hotes, ciblage sur les femmes. PAM: distribution de vivres"
163750,Emergency Cash for Work in Gaza
163753,Cash/ renforcement de la résilience face à la sècheresse
163756,"Multilateral contribution to the WFP project called “Soutien au programme de repas scolaires dans les zones affectés par l'insecurité au Mali”, to provide food assistance, through distribution of food to children affected by the conflict and food insecurity and  through cash transfer in favour of School Management Committees (SMC)."
163912,"Water, Health, Food, Cash, DRR"
163992,Evaluation of cash-based programming (P005292)
164080,"Animal feed provision, drinking water, seed money"
